"quartet" "wQuartet" "cluster" "phylo" "mutual" "shared" "clusterNorm" "wNrqs"
"mb49" 0.747126436781609 0.758726314289785 0.185893017092139 0.746981139797276 0.158576561126707 0.0756402492090788 0.0515390966606842 0.135494853220234
"mb50" 0.749981084470022 0.786695427443479 0.236740117525504 0.616407951680525 0.194350534905784 0.119747676420039 0.136427027698131 0.195898510120423
"mb51" 0.709302325581395 0.796177034804056 0.213937114832024 0.709075534159409 0.178432313135815 0.0842266014955574 0.0827084824853573 0.14452368207085
"mb52" 0.920454545454545 0.943481822191418 0.22953198538177 0.920425684096653 0.20414249665069 0.101838522549895 0.102709649925084 0.196583392057922
"mb53" 0.867900982591892 0.892060822328795 0.232883112708548 0.794269495341855 0.199311130321604 0.127219379817374 0.131968865720186 0.185830244068462
"mb54" 0.720911337672465 0.769714186329642 0.23788525839566 0.365230684457741 0.185332926867307 0.127538728212446 0.15296560524845 0.177700606292515
"mb55" 0.707917932194025 0.753340999502735 0.230125463869908 0.307933800265498 0.177849540672721 0.127300855991328 0.15437433901432 0.159619722178137
"mb56" 0.639355304233306 0.671486455758958 0.202082750082134 0.168821473802282 0.137227990836007 0.0662201788249992 0.159129555996378 0.126607833697222
"mb57" 0.775793027916669 0.819252736792004 0.223057998447231 0.613420437806572 0.178152162288809 0.109632266634048 0.121195288503677 0.152008196659063
"mb58" 0.704131187496666 0.72717018469657 0.213229822301281 0.28233451891579 0.151166087800504 0.086744385871907 0.153754362936605 0.141917108881531
"mb59" 0.780272779331824 0.80155678312648 0.238344016948851 0.463152711305836 0.183686627638202 0.119117157904084 0.163605521283553 0.178903316805516
"mb60" 0.726932025367311 0.750432911790943 0.198073027874323 0.557085831417471 0.155599283844586 0.0842854279481556 0.0924183948794573 0.122862508101651
"mb61" 0.815951972024093 0.809162725931645 0.203319412566523 0.621233003778986 0.163713642574503 0.111227334159806 0.114699807559056 0.134510296756052
"mb62" 0.770114942528736 0.852983745268314 0.248635121193084 0.76993647543931 0.212559368678802 0.10490602411111 0.124744318258425 0.231572834297407
"mb63" 0.852272727272727 0.903544414577733 0.223078547336747 0.850478548907676 0.193688706141703 0.095762616199478 0.0951939483349602 0.191561740317341
"mb64" 0.770114942528736 0.819845660042341 0.210150941645181 0.769879790090383 0.177304770836447 0.0871338153987396 0.0789548238848465 0.150936750407599
"mb65" 0.634860852151314 0.683662662772397 0.221679814339722 0.180853023609631 0.145631243126103 0.0859681859400021 0.183024726442084 0.139475526895142
"mb66" 0.722263914013481 0.720867208672087 0.208442013436562 0.467007657102043 0.161667598405451 0.0928633711142714 0.120274438499135 0.153337105639403
"mb67" 0.839210656488943 0.824499091722474 0.209215225306358 0.658929534994762 0.165509834245091 0.0977217173359529 0.105537627787612 0.143049209377518
"mb68" 0.804597701149425 0.859985700667302 0.231010209168994 0.80451119227468 0.198053159583554 0.0974838939840113 0.104411087121012 0.201979784970447
"mb69" 0.628846194210305 0.661405781012294 0.210993749643328 0.181469246488729 0.139936877060705 0.0854221879471602 0.171811052327724 0.125113717564979
"mb70" 0.634516931616463 0.684149838779179 0.218829954707885 0.169387226772653 0.145610081560497 0.0765280586823407 0.179782070116325 0.138797659976086
"mb71" 0.715909090909091 0.814563222500298 0.236084975548051 0.557412517129192 0.198612421639009 0.0973946880386504 0.110341290342049 0.188322751334048
