"clustering" "splitwise"
"mb49" 0.99498482818597 45.2527389821584
"mb50" 0.337290066617014 11.3985655704439
"mb51" 0.413816850303634 15.5195809714053
"mb52" 0.650022421648354 27.8104908296734
"mb53" 0.413816850303634 15.5195809714053
"mb54" 0.249882292833185 6.50779464019882
"mb55" 0.413816850303634 15.5195809714053
"mb56" 0.543564443199596 22.32673141539
"mb57" 0.249882292833185 6.50779464019882
"mb58" 0.249882292833185 6.50779464019882
"mb59" 0.337290066617014 11.3985655704439
"mb60" 0.249882292833185 6.50779464019882
"mb61" 0.99498482818597 45.2527389821584
"mb62" 0.413816850303634 15.5195809714053
"mb63" 0.337290066617014 11.3985655704439
"mb64" 0.337290066617014 11.3985655704439
"mb65" 0.337290066617014 11.3985655704439
"mb66" 0.249882292833185 6.50779464019882
"mb67" 0.249882292833185 6.50779464019882
"mb68" 0.413816850303634 15.5195809714053
"mb69" 0.337290066617014 11.3985655704439
"mb70" 0.249882292833185 6.50779464019882
"mb71" 0.979868756651153 44.495347409104
"mb72" 0.482066148083093 19.1216169854854
"mb73" 0.249882292833185 6.50779464019882
"mb74" 0.968461008760162 43.9234410612083
"mb75" 0.249882292833185 6.50779464019882
"mb76" 0.91829583405449 41.4050441068091
"mb77" 0.337290066617014 11.3985655704439
"mb78" 0.988699408288497 44.937865644805
"mb79" 0.249882292833185 6.50779464019882
"mb80" 0.988699408288497 44.937865644805
"mb81" 0.870864469235364 39.0182648675719
"mb82" 0.249882292833185 6.50779464019882
"mb83" 0.979868756651153 44.495347409104
"mb84" 0.249882292833185 6.50779464019882
"mb85" 0.337290066617014 11.3985655704439
"mb86" 0.482066148083093 19.1216169854854
"mb87" 0.337290066617014 11.3985655704439
"mb88" 0.811278124459133 36.0110693661676
"mb89" 0.811278124459133 36.0110693661676
"mb90" 0.249882292833185 6.50779464019882
"mb91" 0.337290066617014 11.3985655704439
"mb92" 0.650022421648354 27.8104908296734
"mb93" 0.842657877202239 37.5960318668888
"mb94" 0.249882292833185 6.50779464019882
"mb95" 0.599314237309809 25.2071497996374
"mb96" 0.482066148083093 19.1216169854854
"mb97" 0.413816850303634 15.5195809714053
"mb98" 0.482066148083093 19.1216169854854
"mb99" 0.896038232534557 40.2857451784369
"mb100" 0.811278124459133 36.0110693661676
"mb101" 0.650022421648354 27.8104908296734
"mb102" 0.249882292833185 6.50779464019882
"mb103" 0.249882292833185 6.50779464019882
"mb104" 0.337290066617014 11.3985655704439
"mb105" 0.599314237309809 25.2071497996374
"mb106" 0.249882292833185 6.50779464019882
"mb107" 0.249882292833185 6.50779464019882
