"clustering" "splitwise"
"mb49" 0.337290066617014 11.3985655704439
"mb50" 0.413816850303634 15.5195809714053
"mb51" 0.249882292833185 6.50779464019882
"mb52" 0.249882292833185 6.50779464019882
"mb53" 0.249882292833185 6.50779464019882
"mb54" 0.337290066617014 11.3985655704439
"mb55" 0.99498482818597 45.2527389821584
"mb56" 0.337290066617014 11.3985655704439
"mb57" 0.413816850303634 15.5195809714053
"mb58" 0.249882292833185 6.50779464019882
"mb59" 0.249882292833185 6.50779464019882
"mb60" 0.249882292833185 6.50779464019882
"mb61" 0.249882292833185 6.50779464019882
"mb62" 0.337290066617014 11.3985655704439
"mb63" 0.650022421648354 27.8104908296734
"mb64" 0.337290066617014 11.3985655704439
"mb65" 0.482066148083093 19.1216169854854
"mb66" 0.543564443199596 22.32673141539
"mb67" 0.337290066617014 11.3985655704439
"mb68" 0.979868756651153 44.495347409104
"mb69" 0.988699408288497 44.937865644805
"mb70" 0.599314237309809 25.2071497996374
"mb71" 0.77655578544446 34.2536396694418
"mb72" 0.337290066617014 11.3985655704439
"mb73" 0.413816850303634 15.5195809714053
"mb74" 0.811278124459133 36.0110693661676
"mb75" 0.413816850303634 15.5195809714053
"mb76" 0.249882292833185 6.50779464019882
"mb77" 0.249882292833185 6.50779464019882
"mb78" 0.870864469235364 39.0182648675719
"mb79" 0.99498482818597 45.2527389821584
"mb80" 0.968461008760162 43.9234410612083
"mb81" 0.482066148083093 19.1216169854854
"mb82" 0.482066148083093 19.1216169854854
"mb83" 0.91829583405449 41.4050441068091
"mb84" 0.842657877202239 37.5960318668888
"mb85" 0.543564443199596 22.32673141539
"mb86" 0.249882292833185 6.50779464019882
"mb87" 0.249882292833185 6.50779464019882
"mb88" 0.249882292833185 6.50779464019882
"mb89" 0.896038232534557 40.2857451784369
"mb90" 0.979868756651153 44.495347409104
"mb91" 0.896038232534557 40.2857451784369
"mb92" 0.413816850303634 15.5195809714053
"mb93" 0.696212260125146 30.1703867747597
"mb94" 0.249882292833185 6.50779464019882
"mb95" 0.988699408288497 44.937865644805
"mb96" 0.337290066617014 11.3985655704439
"mb97" 0.599314237309809 25.2071497996374
"mb98" 0.988699408288497 44.937865644805
"mb99" 0.249882292833185 6.50779464019882
"mb100" 0.738284866143451 32.3117426240053
"mb101" 0.811278124459133 36.0110693661676
"mb102" 0.77655578544446 34.2536396694418
"mb103" 0.954434002924965 43.2198340639885
"mb104" 0.249882292833185 6.50779464019882
"mb105" 0.77655578544446 34.2536396694418
"mb106" 0.811278124459133 36.0110693661676
"mb107" 0.249882292833185 6.50779464019882
"mb108" 0.413816850303634 15.5195809714053
"mb109" 0.249882292833185 6.50779464019882
"mb110" 0.482066148083093 19.1216169854854
"mb111" 0.413816850303634 15.5195809714053
"mb112" 0.249882292833185 6.50779464019882
"mb113" 0.599314237309809 25.2071497996374
"mb114" 0.543564443199596 22.32673141539
"mb115" 0.998747297936168 45.4411840715714
"mb116" 0.937734293986804 42.3815851339852
"mb117" 0.842657877202239 37.5960318668888
"mb118" 0.337290066617014 11.3985655704439
"mb119" 0.543564443199596 22.32673141539
"mb120" 0.413816850303634 15.5195809714053
"tnt1" 0.650022421648354 27.8104908296734
"tnt2" 0.696212260125146 30.1703867747597
"tnt3" 0.482066148083093 19.1216169854854
"tnt4" 0.91829583405449 41.4050441068091
"tnt5" 0.998747297936168 45.4411840715715
"tnt6" 0.870864469235364 39.0182648675719
"iq1" 0.543564443199596 22.32673141539
"iq2" 0.599314237309809 25.2071497996374
"iq3" 0.650022421648354 27.8104908296734
"iq4" 0.696212260125146 30.1703867747598
"ufb1" 0.337290066617014 11.3985655704439
"ufb2" 0.413816850303634 15.5195809714053
"ufb3" 0.249882292833185 6.50779464019882
"ufb4" 0.998747297936168 45.4411840715714
"ufb5" 0.249882292833185 6.50779464019882
"ufb6" 0.482066148083093 19.1216169854854
"ufb7" 0.249882292833185 6.50779464019882
"ufb8" 0.482066148083093 19.1216169854854
"ufb9" 0.988699408288497 44.937865644805
"ufb10" 0.738284866143451 32.3117426240053
"ufb11" 0.249882292833185 6.50779464019882
"ufb12" 0.842657877202239 37.5960318668888
"ufb13" 0.954434002924965 43.2198340639885
"ufb14" 0.896038232534557 40.2857451784369
"ufb15" 0.337290066617014 11.3985655704439
"ufb16" 0.337290066617014 11.3985655704439
"ufb17" 0.599314237309809 25.2071497996374
"ufb18" 0.337290066617014 11.3985655704439
"ufb19" 0.896038232534557 40.2857451784369
"ufb20" 0.91829583405449 41.4050441068091
"ufb21" 0.738284866143451 32.3117426240053
"ufb22" 0.413816850303634 15.5195809714053
"ufb23" 0.543564443199596 22.32673141539
"ufb24" 0.811278124459133 36.0110693661676
"ufb25" 0.968461008760162 43.9234410612083
"ufb26" 0.954434002924965 43.2198340639885
"ufb27" 0.337290066617014 11.3985655704439
"ufb28" 0.842657877202239 37.5960318668888
"ufb29" 0.543564443199596 22.32673141539
"ufb30" 0.337290066617014 11.3985655704439
"ufb31" 0.482066148083093 19.1216169854854
"ufb32" 0.249882292833185 6.50779464019882
"ufb33" 0.599314237309809 25.2071497996374
"ufb34" 0.543564443199596 22.32673141539
"ufb35" 0.249882292833185 6.50779464019882
"ufb36" 0.337290066617014 11.3985655704439
"ufb37" 0.954434002924965 43.2198340639885
"ufb38" 0.482066148083093 19.1216169854854
"ufb39" 0.413816850303634 15.5195809714053
"ufb40" 0.811278124459133 36.0110693661676
"ufb41" 0.842657877202239 37.5960318668888
"ufb42" 0.968461008760162 43.9234410612083
"ufb43" 0.249882292833185 6.50779464019882
"ufb44" 0.337290066617014 11.3985655704439
"ufb45" 0.979868756651153 44.495347409104
"ufb46" 0.968461008760162 43.9234410612083
"ufb47" 0.599314237309809 25.2071497996374
"ufb48" 0.896038232534557 40.2857451784369
"ufb49" 0.738284866143451 32.3117426240053
"ufb50" 0.249882292833185 6.50779464019882
"ufb51" 0.937734293986804 42.3815851339852
"ufb52" 0.482066148083093 19.1216169854854
"ufb53" 0.249882292833185 6.50779464019882
"ufb54" 0.998747297936168 45.4411840715714
"ufb55" 0.249882292833185 6.50779464019882
"ufb56" 0.599314237309809 25.2071497996374
"ufb57" 0.482066148083093 19.1216169854854
"ufb58" 0.77655578544446 34.2536396694418
"ufb59" 0.896038232534557 40.2857451784369
"ufb60" 0.811278124459133 36.0110693661676
"ufb61" 0.249882292833185 6.50779464019882
"ufb62" 0.870864469235364 39.0182648675719
"ufb63" 0.968461008760162 43.9234410612083
"ufb64" 0.988699408288497 44.937865644805
"ufb65" 0.599314237309809 25.2071497996374
"ufb66" 0.543564443199596 22.32673141539
"ufb67" 0.413816850303634 15.5195809714053
"ufb68" 0.979868756651153 44.495347409104
"ufb69" 0.650022421648354 27.8104908296734
"ufb70" 0.543564443199596 22.32673141539
"ufb71" 0.482066148083093 19.1216169854854
"ufb72" 0.249882292833185 6.50779464019882
"ufb73" 0.337290066617014 11.3985655704439
"ufb74" 0.249882292833185 6.50779464019882
"ufb75" 0.249882292833185 6.50779464019882
"ufb76" 0.696212260125146 30.1703867747597
"ufb77" 0.249882292833185 6.50779464019882
"ufb78" 0.842657877202239 37.5960318668888
"ufb79" 0.937734293986804 42.3815851339852
"ufb80" 0.988699408288497 44.937865644805
"ufb81" 0.337290066617014 11.3985655704439
"ufb82" 0.696212260125146 30.1703867747597
"ufb83" 0.413816850303634 15.5195809714053
"ufb84" 0.337290066617014 11.3985655704439
"ufb85" 0.870864469235364 39.0182648675719
"ufb86" 0.91829583405449 41.4050441068091
"ufb87" 0.696212260125146 30.1703867747597
"ufb88" 0.650022421648354 27.8104908296734
"ufb89" 0.599314237309809 25.2071497996374
"ufb90" 0.543564443199596 22.32673141539
"ufb91" 0.249882292833185 6.50779464019882
"ufb92" 0.249882292833185 6.50779464019882
